_id,FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
1,4267,2024-01-01T00:00,0,,,,2683457,1247065
2,4270,2024-01-01T00:00,0,1,,,2684006,1246566
3,2989,2024-01-01T00:00,3,2,,,2682278,1248324
4,5002,2024-01-01T00:00,0,2,,,2682873,1245891
5,4262,2024-01-01T00:00,2,1,,,2682731,1247708
6,4242,2024-01-01T00:00,2,0,,,2682337,1248451
7,2991,2024-01-01T00:00,9,6,,,2682756,1247323
8,4259,2024-01-01T00:00,0,0,,,2682375,1247055
9,3003,2024-01-01T00:00,0,0,,,2679767,1248986
10,4255,2024-01-01T00:00,0,0,,,2682881,1246549
11,3279,2024-01-01T00:00,,,57,75,2683437,1247199
12,1037,2024-01-01T00:00,0,0,,,2681339,1248647
13,3015,2024-01-01T00:00,,,34,27,2683023,1244140
14,3012,2024-01-01T00:00,0,2,,,2682647,1250364
15,732,2024-01-01T00:00,0,0,,,2681319,1248665
16,4266,2024-01-01T00:00,0,0,,,2681301,1247665
17,4249,2024-01-01T00:00,1,1,,,2682296,1248311
18,2986,2024-01-01T00:00,0,0,,,2684578,1251966
19,4269,2024-01-01T00:00,0,0,,,2682227,1244618
20,4263,2024-01-01T00:00,0,0,,,2683404,1251624
21,2997,2024-01-01T00:00,1,0,,,2682933,1248821
22,4257,2024-01-01T00:00,0,0,,,2681857,1251991
23,4246,2024-01-01T00:00,,,2,0,2682147,1249212
24,4258,2024-01-01T00:00,3,,,,2682683,1250569
25,2982,2024-01-01T00:00,0,,,,2683447,1247063
26,4241,2024-01-01T00:00,3,0,,,2682297,1248328
27,2993,2024-01-01T00:00,1,0,,,2683573,1248545
28,4270,2024-01-01T00:15,0,0,,,2684006,1246566
29,4267,2024-01-01T00:15,0,,,,2683457,1247065
30,4266,2024-01-01T00:15,1,2,,,2681301,1247665
31,4262,2024-01-01T00:15,0,4,,,2682731,1247708
32,4249,2024-01-01T00:15,6,0,,,2682296,1248311
33,4255,2024-01-01T00:15,0,0,,,2682881,1246549
34,2986,2024-01-01T00:15,0,0,,,2684578,1251966
35,2991,2024-01-01T00:15,5,9,,,2682756,1247323
36,4269,2024-01-01T00:15,1,0,,,2682227,1244618
37,5002,2024-01-01T00:15,0,0,,,2682873,1245891
38,4263,2024-01-01T00:15,0,0,,,2683404,1251624
39,1037,2024-01-01T00:15,5,2,,,2681339,1248647
40,2997,2024-01-01T00:15,0,0,,,2682933,1248821
41,4259,2024-01-01T00:15,0,1,,,2682375,1247055
42,4257,2024-01-01T00:15,0,0,,,2681857,1251991
43,3015,2024-01-01T00:15,,,45,16,2683023,1244140
44,4246,2024-01-01T00:15,,,2,1,2682147,1249212
45,4242,2024-01-01T00:15,0,0,,,2682337,1248451
46,4258,2024-01-01T00:15,1,,,,2682683,1250569
47,3012,2024-01-01T00:15,1,0,,,2682647,1250364
48,2982,2024-01-01T00:15,0,,,,2683447,1247063
49,3279,2024-01-01T00:15,,,40,50,2683437,1247199
50,4241,2024-01-01T00:15,3,0,,,2682297,1248328
51,732,2024-01-01T00:15,1,1,,,2681319,1248665
52,2993,2024-01-01T00:15,1,1,,,2683573,1248545
53,3003,2024-01-01T00:15,0,1,,,2679767,1248986
54,2989,2024-01-01T00:15,1,0,,,2682278,1248324
55,4267,2024-01-01T00:30,5,,,,2683457,1247065
56,2993,2024-01-01T00:30,1,1,,,2683573,1248545
57,4241,2024-01-01T00:30,1,0,,,2682297,1248328
58,2982,2024-01-01T00:30,0,,,,2683447,1247063
59,4258,2024-01-01T00:30,1,,,,2682683,1250569
60,4246,2024-01-01T00:30,,,3,1,2682147,1249212
61,4257,2024-01-01T00:30,0,2,,,2681857,1251991
62,2997,2024-01-01T00:30,1,2,,,2682933,1248821
63,4263,2024-01-01T00:30,1,0,,,2683404,1251624
64,4269,2024-01-01T00:30,0,0,,,2682227,1244618
65,2986,2024-01-01T00:30,0,0,,,2684578,1251966
66,4249,2024-01-01T00:30,6,1,,,2682296,1248311
67,4266,2024-01-01T00:30,0,0,,,2681301,1247665
68,4270,2024-01-01T00:30,1,1,,,2684006,1246566
69,732,2024-01-01T00:30,1,2,,,2681319,1248665
70,3012,2024-01-01T00:30,1,0,,,2682647,1250364
71,3015,2024-01-01T00:30,,,23,62,2683023,1244140
72,1037,2024-01-01T00:30,4,2,,,2681339,1248647
73,4255,2024-01-01T00:30,0,0,,,2682881,1246549
74,3003,2024-01-01T00:30,0,0,,,2679767,1248986
75,3279,2024-01-01T00:30,,,113,16,2683437,1247199
76,4259,2024-01-01T00:30,0,0,,,2682375,1247055
77,2991,2024-01-01T00:30,3,5,,,2682756,1247323
78,4242,2024-01-01T00:30,6,0,,,2682337,1248451
79,4262,2024-01-01T00:30,0,0,,,2682731,1247708
80,5002,2024-01-01T00:30,0,0,,,2682873,1245891
81,2989,2024-01-01T00:30,5,2,,,2682278,1248324
82,4267,2024-01-01T00:45,2,,,,2683457,1247065
83,2989,2024-01-01T00:45,3,4,,,2682278,1248324
84,4241,2024-01-01T00:45,0,0,,,2682297,1248328
85,2982,2024-01-01T00:45,0,,,,2683447,1247063
86,4258,2024-01-01T00:45,5,,,,2682683,1250569
87,4246,2024-01-01T00:45,,,4,3,2682147,1249212
88,4257,2024-01-01T00:45,1,1,,,2681857,1251991
89,4263,2024-01-01T00:45,0,0,,,2683404,1251624
90,2997,2024-01-01T00:45,1,1,,,2682933,1248821
91,4269,2024-01-01T00:45,0,0,,,2682227,1244618
92,2986,2024-01-01T00:45,0,0,,,2684578,1251966
93,4249,2024-01-01T00:45,8,1,,,2682296,1248311
94,4266,2024-01-01T00:45,0,1,,,2681301,1247665
95,4270,2024-01-01T00:45,0,0,,,2684006,1246566
96,732,2024-01-01T00:45,0,2,,,2681319,1248665
97,3012,2024-01-01T00:45,2,0,,,2682647,1250364
98,3015,2024-01-01T00:45,,,24,35,2683023,1244140
99,1037,2024-01-01T00:45,11,1,,,2681339,1248647
100,4255,2024-01-01T00:45,0,0,,,2682881,1246549
101,3003,2024-01-01T00:45,1,0,,,2679767,1248986
102,3279,2024-01-01T00:45,,,264,38,2683437,1247199
103,4259,2024-01-01T00:45,5,0,,,2682375,1247055
104,2991,2024-01-01T00:45,6,4,,,2682756,1247323
105,4242,2024-01-01T00:45,0,0,,,2682337,1248451
106,4262,2024-01-01T00:45,1,0,,,2682731,1247708
107,5002,2024-01-01T00:45,0,0,,,2682873,1245891
108,2993,2024-01-01T00:45,2,0,,,2683573,1248545
109,4267,2024-01-01T01:00,1,,,,2683457,1247065
110,4270,2024-01-01T01:00,1,3,,,2684006,1246566
111,2989,2024-01-01T01:00,9,8,,,2682278,1248324
112,5002,2024-01-01T01:00,3,3,,,2682873,1245891
113,4262,2024-01-01T01:00,0,3,,,2682731,1247708
114,4242,2024-01-01T01:00,2,0,,,2682337,1248451
115,2991,2024-01-01T01:00,4,8,,,2682756,1247323
116,4259,2024-01-01T01:00,2,3,,,2682375,1247055
117,3279,2024-01-01T01:00,,,107,26,2683437,1247199
118,3003,2024-01-01T01:00,3,2,,,2679767,1248986
119,4255,2024-01-01T01:00,0,0,,,2682881,1246549
120,1037,2024-01-01T01:00,8,6,,,2681339,1248647
121,3015,2024-01-01T01:00,,,12,17,2683023,1244140
122,3012,2024-01-01T01:00,2,1,,,2682647,1250364
123,732,2024-01-01T01:00,1,0,,,2681319,1248665
124,4266,2024-01-01T01:00,5,1,,,2681301,1247665
125,4249,2024-01-01T01:00,6,3,,,2682296,1248311
126,2986,2024-01-01T01:00,2,0,,,2684578,1251966
127,4269,2024-01-01T01:00,0,0,,,2682227,1244618
128,2997,2024-01-01T01:00,0,2,,,2682933,1248821
129,4263,2024-01-01T01:00,0,0,,,2683404,1251624
130,4257,2024-01-01T01:00,0,1,,,2681857,1251991
131,4246,2024-01-01T01:00,,,3,2,2682147,1249212
132,4258,2024-01-01T01:00,0,,,,2682683,1250569
133,2982,2024-01-01T01:00,0,,,,2683447,1247063
134,4241,2024-01-01T01:00,6,0,,,2682297,1248328
135,2993,2024-01-01T01:00,0,1,,,2683573,1248545
136,4270,2024-01-01T01:15,1,0,,,2684006,1246566
137,4267,2024-01-01T01:15,5,,,,2683457,1247065
138,4266,2024-01-01T01:15,2,1,,,2681301,1247665
139,3003,2024-01-01T01:15,1,0,,,2679767,1248986
140,4249,2024-01-01T01:15,6,2,,,2682296,1248311
141,2991,2024-01-01T01:15,3,6,,,2682756,1247323
142,2986,2024-01-01T01:15,2,0,,,2684578,1251966
143,4255,2024-01-01T01:15,0,0,,,2682881,1246549
144,4269,2024-01-01T01:15,1,0,,,2682227,1244618
145,5002,2024-01-01T01:15,1,0,,,2682873,1245891
146,1037,2024-01-01T01:15,9,1,,,2681339,1248647
147,4263,2024-01-01T01:15,1,0,,,2683404,1251624
148,4259,2024-01-01T01:15,0,3,,,2682375,1247055
149,2997,2024-01-01T01:15,0,0,,,2682933,1248821
150,4257,2024-01-01T01:15,0,0,,,2681857,1251991
151,3015,2024-01-01T01:15,,,8,10,2683023,1244140
152,4246,2024-01-01T01:15,,,11,1,2682147,1249212
153,4242,2024-01-01T01:15,2,0,,,2682337,1248451
154,4258,2024-01-01T01:15,0,,,,2682683,1250569
155,3012,2024-01-01T01:15,2,1,,,2682647,1250364
156,2982,2024-01-01T01:15,0,,,,2683447,1247063
157,3279,2024-01-01T01:15,,,53,25,2683437,1247199
158,4241,2024-01-01T01:15,0,2,,,2682297,1248328
159,732,2024-01-01T01:15,0,0,,,2681319,1248665
160,2993,2024-01-01T01:15,0,2,,,2683573,1248545
161,4262,2024-01-01T01:15,0,0,,,2682731,1247708
162,2989,2024-01-01T01:15,6,6,,,2682278,1248324
163,4267,2024-01-01T01:30,1,,,,2683457,1247065
164,2993,2024-01-01T01:30,0,1,,,2683573,1248545
165,4241,2024-01-01T01:30,4,0,,,2682297,1248328
166,2982,2024-01-01T01:30,0,,,,2683447,1247063
167,4258,2024-01-01T01:30,1,,,,2682683,1250569
168,4246,2024-01-01T01:30,,,9,0,2682147,1249212
169,4257,2024-01-01T01:30,0,0,,,2681857,1251991
170,2997,2024-01-01T01:30,0,2,,,2682933,1248821
171,4263,2024-01-01T01:30,1,0,,,2683404,1251624
172,4269,2024-01-01T01:30,0,1,,,2682227,1244618
173,2986,2024-01-01T01:30,1,0,,,2684578,1251966
174,4266,2024-01-01T01:30,0,4,,,2681301,1247665
175,4249,2024-01-01T01:30,3,2,,,2682296,1248311
176,4270,2024-01-01T01:30,0,3,,,2684006,1246566
177,732,2024-01-01T01:30,0,2,,,2681319,1248665
178,3012,2024-01-01T01:30,0,0,,,2682647,1250364
179,3015,2024-01-01T01:30,,,2,0,2683023,1244140
180,1037,2024-01-01T01:30,6,0,,,2681339,1248647
181,4255,2024-01-01T01:30,0,0,,,2682881,1246549
182,3279,2024-01-01T01:30,,,28,32,2683437,1247199
183,4259,2024-01-01T01:30,0,3,,,2682375,1247055
184,3003,2024-01-01T01:30,1,0,,,2679767,1248986
185,2991,2024-01-01T01:30,5,8,,,2682756,1247323
186,4242,2024-01-01T01:30,3,0,,,2682337,1248451
187,4262,2024-01-01T01:30,1,1,,,2682731,1247708
188,5002,2024-01-01T01:30,3,4,,,2682873,1245891
189,2989,2024-01-01T01:30,5,7,,,2682278,1248324
190,4267,2024-01-01T01:45,6,,,,2683457,1247065
191,2989,2024-01-01T01:45,4,1,,,2682278,1248324
192,4241,2024-01-01T01:45,0,0,,,2682297,1248328
193,2982,2024-01-01T01:45,0,,,,2683447,1247063
194,4258,2024-01-01T01:45,2,,,,2682683,1250569
195,4246,2024-01-01T01:45,,,4,1,2682147,1249212
196,4257,2024-01-01T01:45,1,1,,,2681857,1251991
197,2997,2024-01-01T01:45,0,0,,,2682933,1248821
198,4263,2024-01-01T01:45,0,1,,,2683404,1251624
199,4269,2024-01-01T01:45,0,0,,,2682227,1244618
200,2986,2024-01-01T01:45,0,1,,,2684578,1251966
201,4266,2024-01-01T01:45,1,1,,,2681301,1247665
202,4249,2024-01-01T01:45,4,2,,,2682296,1248311
203,4270,2024-01-01T01:45,3,1,,,2684006,1246566
204,732,2024-01-01T01:45,1,2,,,2681319,1248665
205,3012,2024-01-01T01:45,2,0,,,2682647,1250364
206,3015,2024-01-01T01:45,,,3,0,2683023,1244140
207,1037,2024-01-01T01:45,5,0,,,2681339,1248647
208,4255,2024-01-01T01:45,0,0,,,2682881,1246549
209,3279,2024-01-01T01:45,,,40,18,2683437,1247199
210,4259,2024-01-01T01:45,0,1,,,2682375,1247055
211,3003,2024-01-01T01:45,1,0,,,2679767,1248986
212,2991,2024-01-01T01:45,3,14,,,2682756,1247323
213,4242,2024-01-01T01:45,4,0,,,2682337,1248451
214,4262,2024-01-01T01:45,0,0,,,2682731,1247708
215,5002,2024-01-01T01:45,4,1,,,2682873,1245891
216,2993,2024-01-01T01:45,2,2,,,2683573,1248545
217,4267,2024-01-01T02:00,1,,,,2683457,1247065
218,4270,2024-01-01T02:00,1,1,,,2684006,1246566
219,4242,2024-01-01T02:00,2,0,,,2682337,1248451
220,2989,2024-01-01T02:00,5,2,,,2682278,1248324
221,5002,2024-01-01T02:00,0,1,,,2682873,1245891
222,4262,2024-01-01T02:00,0,1,,,2682731,1247708
223,2991,2024-01-01T02:00,3,11,,,2682756,1247323
224,3003,2024-01-01T02:00,0,2,,,2679767,1248986
225,4259,2024-01-01T02:00,6,1,,,2682375,1247055
226,3279,2024-01-01T02:00,,,31,13,2683437,1247199
227,4255,2024-01-01T02:00,0,0,,,2682881,1246549
228,1037,2024-01-01T02:00,6,2,,,2681339,1248647
229,3015,2024-01-01T02:00,,,9,0,2683023,1244140
230,3012,2024-01-01T02:00,1,0,,,2682647,1250364
231,732,2024-01-01T02:00,2,4,,,2681319,1248665
232,4249,2024-01-01T02:00,6,5,,,2682296,1248311
233,4266,2024-01-01T02:00,4,2,,,2681301,1247665
234,2986,2024-01-01T02:00,0,0,,,2684578,1251966
235,4269,2024-01-01T02:00,1,1,,,2682227,1244618
236,4263,2024-01-01T02:00,0,0,,,2683404,1251624
237,2997,2024-01-01T02:00,1,1,,,2682933,1248821
238,4257,2024-01-01T02:00,0,4,,,2681857,1251991
239,4246,2024-01-01T02:00,,,4,2,2682147,1249212
240,4258,2024-01-01T02:00,0,,,,2682683,1250569
241,2982,2024-01-01T02:00,2,,,,2683447,1247063
242,4241,2024-01-01T02:00,0,0,,,2682297,1248328
243,2993,2024-01-01T02:00,0,3,,,2683573,1248545
244,4270,2024-01-01T02:15,0,1,,,2684006,1246566
245,4267,2024-01-01T02:15,0,,,,2683457,1247065
246,4249,2024-01-01T02:15,5,3,,,2682296,1248311
247,2991,2024-01-01T02:15,16,12,,,2682756,1247323
248,4266,2024-01-01T02:15,6,2,,,2681301,1247665
249,3003,2024-01-01T02:15,0,1,,,2679767,1248986
250,2986,2024-01-01T02:15,0,0,,,2684578,1251966
251,4255,2024-01-01T02:15,0,0,,,2682881,1246549
252,2989,2024-01-01T02:15,11,4,,,2682278,1248324
253,4269,2024-01-01T02:15,0,1,,,2682227,1244618
254,4263,2024-01-01T02:15,0,0,,,2683404,1251624
255,1037,2024-01-01T02:15,10,8,,,2681339,1248647
256,2997,2024-01-01T02:15,0,1,,,2682933,1248821
257,4262,2024-01-01T02:15,0,0,,,2682731,1247708
258,4257,2024-01-01T02:15,1,0,,,2681857,1251991
259,3015,2024-01-01T02:15,,,1,0,2683023,1244140
260,4246,2024-01-01T02:15,,,4,0,2682147,1249212
261,4259,2024-01-01T02:15,0,1,,,2682375,1247055
262,4258,2024-01-01T02:15,2,,,,2682683,1250569
263,3012,2024-01-01T02:15,0,4,,,2682647,1250364
264,2982,2024-01-01T02:15,0,,,,2683447,1247063
265,5002,2024-01-01T02:15,1,0,,,2682873,1245891
266,4241,2024-01-01T02:15,2,0,,,2682297,1248328
267,732,2024-01-01T02:15,2,9,,,2681319,1248665
268,2993,2024-01-01T02:15,0,1,,,2683573,1248545
269,3279,2024-01-01T02:15,,,41,18,2683437,1247199
270,4242,2024-01-01T02:15,9,2,,,2682337,1248451
271,4267,2024-01-01T02:30,0,,,,2683457,1247065
272,2993,2024-01-01T02:30,1,0,,,2683573,1248545
273,4241,2024-01-01T02:30,1,0,,,2682297,1248328
274,2982,2024-01-01T02:30,3,,,,2683447,1247063
275,4258,2024-01-01T02:30,1,,,,2682683,1250569
276,4246,2024-01-01T02:30,,,1,2,2682147,1249212
277,4257,2024-01-01T02:30,1,1,,,2681857,1251991
278,4263,2024-01-01T02:30,1,0,,,2683404,1251624
279,2997,2024-01-01T02:30,0,4,,,2682933,1248821
280,4269,2024-01-01T02:30,0,2,,,2682227,1244618
281,2986,2024-01-01T02:30,1,0,,,2684578,1251966
282,4266,2024-01-01T02:30,5,1,,,2681301,1247665
283,4249,2024-01-01T02:30,4,1,,,2682296,1248311
284,4270,2024-01-01T02:30,0,2,,,2684006,1246566
285,732,2024-01-01T02:30,0,5,,,2681319,1248665
286,3012,2024-01-01T02:30,0,0,,,2682647,1250364
287,3015,2024-01-01T02:30,,,2,5,2683023,1244140
288,1037,2024-01-01T02:30,2,3,,,2681339,1248647
289,4255,2024-01-01T02:30,0,1,,,2682881,1246549
290,3003,2024-01-01T02:30,1,1,,,2679767,1248986
291,3279,2024-01-01T02:30,,,28,12,2683437,1247199
292,4259,2024-01-01T02:30,0,1,,,2682375,1247055
293,2991,2024-01-01T02:30,3,4,,,2682756,1247323
294,4262,2024-01-01T02:30,0,0,,,2682731,1247708
295,5002,2024-01-01T02:30,1,2,,,2682873,1245891
296,2989,2024-01-01T02:30,2,5,,,2682278,1248324
297,4242,2024-01-01T02:30,6,0,,,2682337,1248451
298,4267,2024-01-01T02:45,7,,,,2683457,1247065
299,4242,2024-01-01T02:45,2,0,,,2682337,1248451
300,4241,2024-01-01T02:45,5,0,,,2682297,1248328
301,2982,2024-01-01T02:45,0,,,,2683447,1247063
302,4258,2024-01-01T02:45,0,,,,2682683,1250569
303,4246,2024-01-01T02:45,,,0,3,2682147,1249212
304,4257,2024-01-01T02:45,1,1,,,2681857,1251991
305,4263,2024-01-01T02:45,1,2,,,2683404,1251624
306,2997,2024-01-01T02:45,0,0,,,2682933,1248821
307,4269,2024-01-01T02:45,0,1,,,2682227,1244618
308,2986,2024-01-01T02:45,0,1,,,2684578,1251966
309,4266,2024-01-01T02:45,3,2,,,2681301,1247665
310,4249,2024-01-01T02:45,6,0,,,2682296,1248311
311,4270,2024-01-01T02:45,2,0,,,2684006,1246566
312,732,2024-01-01T02:45,0,2,,,2681319,1248665
313,3012,2024-01-01T02:45,1,2,,,2682647,1250364
314,3015,2024-01-01T02:45,,,1,6,2683023,1244140
315,1037,2024-01-01T02:45,2,5,,,2681339,1248647
316,4255,2024-01-01T02:45,0,0,,,2682881,1246549
317,3003,2024-01-01T02:45,3,0,,,2679767,1248986
318,3279,2024-01-01T02:45,,,48,24,2683437,1247199
319,4259,2024-01-01T02:45,2,3,,,2682375,1247055
320,2991,2024-01-01T02:45,1,6,,,2682756,1247323
321,4262,2024-01-01T02:45,0,0,,,2682731,1247708
322,5002,2024-01-01T02:45,2,1,,,2682873,1245891
323,2989,2024-01-01T02:45,3,4,,,2682278,1248324
324,2993,2024-01-01T02:45,1,2,,,2683573,1248545
325,4267,2024-01-01T03:00,3,,,,2683457,1247065
326,4270,2024-01-01T03:00,1,0,,,2684006,1246566
327,4242,2024-01-01T03:00,3,0,,,2682337,1248451
328,2989,2024-01-01T03:00,5,2,,,2682278,1248324
329,5002,2024-01-01T03:00,1,0,,,2682873,1245891
330,4262,2024-01-01T03:00,0,0,,,2682731,1247708
331,2991,2024-01-01T03:00,0,1,,,2682756,1247323
332,4259,2024-01-01T03:00,0,4,,,2682375,1247055
333,3279,2024-01-01T03:00,,,38,11,2683437,1247199
