_id,FK_STANDORT,DATUM,VELO_IN,VELO_OUT,FUSS_IN,FUSS_OUT,OST,NORD
667,3003,2024-01-01T06:00,1,0,,,2679767,1248986
668,3279,2024-01-01T06:00,,,2,0,2683437,1247199
669,4259,2024-01-01T06:00,0,2,,,2682375,1247055
670,2991,2024-01-01T06:00,1,0,,,2682756,1247323
671,5002,2024-01-01T06:00,2,0,,,2682873,1245891
672,4242,2024-01-01T06:00,0,0,,,2682337,1248451
673,4262,2024-01-01T06:00,0,2,,,2682731,1247708
674,2993,2024-01-01T06:00,0,1,,,2683573,1248545
675,4241,2024-01-01T06:00,1,0,,,2682297,1248328
676,2989,2024-01-01T06:15,3,0,,,2682278,1248324
677,4267,2024-01-01T06:15,9,,,,2683457,1247065
678,4241,2024-01-01T06:15,3,0,,,2682297,1248328
679,4258,2024-01-01T06:15,3,,,,2682683,1250569
680,2982,2024-01-01T06:15,0,,,,2683447,1247063
681,4257,2024-01-01T06:15,0,0,,,2681857,1251991
682,4246,2024-01-01T06:15,,,0,2,2682147,1249212
683,4263,2024-01-01T06:15,0,1,,,2683404,1251624
684,2997,2024-01-01T06:15,1,0,,,2682933,1248821
685,4269,2024-01-01T06:15,0,1,,,2682227,1244618
686,2986,2024-01-01T06:15,0,0,,,2684578,1251966
687,4266,2024-01-01T06:15,0,0,,,2681301,1247665
688,4249,2024-01-01T06:15,2,1,,,2682296,1248311
689,4270,2024-01-01T06:15,0,0,,,2684006,1246566
690,732,2024-01-01T06:15,0,2,,,2681319,1248665
691,3012,2024-01-01T06:15,0,0,,,2682647,1250364
692,1037,2024-01-01T06:15,4,0,,,2681339,1248647
693,3015,2024-01-01T06:15,,,0,0,2683023,1244140
694,4255,2024-01-01T06:15,0,0,,,2682881,1246549
695,3003,2024-01-01T06:15,1,0,,,2679767,1248986
696,3279,2024-01-01T06:15,,,2,0,2683437,1247199
697,4259,2024-01-01T06:15,0,0,,,2682375,1247055
698,2991,2024-01-01T06:15,0,0,,,2682756,1247323
699,5002,2024-01-01T06:15,0,0,,,2682873,1245891
700,4242,2024-01-01T06:15,1,0,,,2682337,1248451
701,4262,2024-01-01T06:15,3,0,,,2682731,1247708
702,2993,2024-01-01T06:15,1,0,,,2683573,1248545
703,4249,2024-01-01T06:30,2,0,,,2682296,1248311
704,4241,2024-01-01T06:30,3,0,,,2682297,1248328
705,4257,2024-01-01T06:30,0,1,,,2681857,1251991
706,4242,2024-01-01T06:30,0,0,,,2682337,1248451
707,4266,2024-01-01T06:30,0,1,,,2681301,1247665
708,5002,2024-01-01T06:30,4,0,,,2682873,1245891
709,2993,2024-01-01T06:30,5,0,,,2683573,1248545
710,2991,2024-01-01T06:30,1,1,,,2682756,1247323
711,2986,2024-01-01T06:30,0,0,,,2684578,1251966
712,4259,2024-01-01T06:30,0,0,,,2682375,1247055
713,2982,2024-01-01T06:30,0,,,,2683447,1247063
714,3279,2024-01-01T06:30,,,2,0,2683437,1247199
715,4269,2024-01-01T06:30,0,0,,,2682227,1244618
716,3003,2024-01-01T06:30,0,0,,,2679767,1248986
717,4267,2024-01-01T06:30,8,,,,2683457,1247065
718,4255,2024-01-01T06:30,0,0,,,2682881,1246549
719,2997,2024-01-01T06:30,2,1,,,2682933,1248821
720,3012,2024-01-01T06:30,0,0,,,2682647,1250364
721,4258,2024-01-01T06:30,1,,,,2682683,1250569
722,3015,2024-01-01T06:30,,,0,0,2683023,1244140
723,4263,2024-01-01T06:30,0,0,,,2683404,1251624
724,1037,2024-01-01T06:30,2,3,,,2681339,1248647
725,2989,2024-01-01T06:30,5,1,,,2682278,1248324
726,732,2024-01-01T06:30,0,1,,,2681319,1248665
727,4246,2024-01-01T06:30,,,0,0,2682147,1249212
728,4270,2024-01-01T06:30,0,2,,,2684006,1246566
729,4262,2024-01-01T06:30,0,0,,,2682731,1247708
730,4262,2024-01-01T06:45,0,0,,,2682731,1247708
731,4242,2024-01-01T06:45,2,0,,,2682337,1248451
732,5002,2024-01-01T06:45,3,0,,,2682873,1245891
733,2991,2024-01-01T06:45,0,1,,,2682756,1247323
734,4259,2024-01-01T06:45,1,1,,,2682375,1247055
735,3279,2024-01-01T06:45,,,0,1,2683437,1247199
736,3003,2024-01-01T06:45,0,1,,,2679767,1248986
737,4255,2024-01-01T06:45,0,0,,,2682881,1246549
738,3012,2024-01-01T06:45,0,0,,,2682647,1250364
739,3015,2024-01-01T06:45,,,0,0,2683023,1244140
740,1037,2024-01-01T06:45,0,2,,,2681339,1248647
741,732,2024-01-01T06:45,0,0,,,2681319,1248665
742,4270,2024-01-01T06:45,0,0,,,2684006,1246566
743,4249,2024-01-01T06:45,1,0,,,2682296,1248311
744,4266,2024-01-01T06:45,2,1,,,2681301,1247665
745,2986,2024-01-01T06:45,0,1,,,2684578,1251966
746,4269,2024-01-01T06:45,0,0,,,2682227,1244618
747,2997,2024-01-01T06:45,0,0,,,2682933,1248821
748,4263,2024-01-01T06:45,1,0,,,2683404,1251624
749,4246,2024-01-01T06:45,,,1,0,2682147,1249212
750,4257,2024-01-01T06:45,0,0,,,2681857,1251991
751,2982,2024-01-01T06:45,0,,,,2683447,1247063
752,4258,2024-01-01T06:45,0,,,,2682683,1250569
753,4241,2024-01-01T06:45,0,0,,,2682297,1248328
754,4267,2024-01-01T06:45,2,,,,2683457,1247065
755,2993,2024-01-01T06:45,1,0,,,2683573,1248545
756,2989,2024-01-01T06:45,2,5,,,2682278,1248324
757,4267,2024-01-01T07:00,4,,,,2683457,1247065
758,2993,2024-01-01T07:00,0,0,,,2683573,1248545
759,4258,2024-01-01T07:00,0,,,,2682683,1250569
760,2982,2024-01-01T07:00,0,,,,2683447,1247063
761,4257,2024-01-01T07:00,0,1,,,2681857,1251991
762,4246,2024-01-01T07:00,,,1,1,2682147,1249212
763,4263,2024-01-01T07:00,2,0,,,2683404,1251624
764,2997,2024-01-01T07:00,0,0,,,2682933,1248821
765,4269,2024-01-01T07:00,0,0,,,2682227,1244618
766,2986,2024-01-01T07:00,0,0,,,2684578,1251966
767,4266,2024-01-01T07:00,1,2,,,2681301,1247665
768,4249,2024-01-01T07:00,0,0,,,2682296,1248311
769,4270,2024-01-01T07:00,1,1,,,2684006,1246566
770,732,2024-01-01T07:00,0,2,,,2681319,1248665
771,1037,2024-01-01T07:00,4,1,,,2681339,1248647
772,3015,2024-01-01T07:00,,,0,0,2683023,1244140
773,3012,2024-01-01T07:00,1,1,,,2682647,1250364
774,4255,2024-01-01T07:00,1,0,,,2682881,1246549
775,3003,2024-01-01T07:00,0,0,,,2679767,1248986
776,3279,2024-01-01T07:00,,,0,0,2683437,1247199
777,4259,2024-01-01T07:00,1,0,,,2682375,1247055
778,2991,2024-01-01T07:00,1,0,,,2682756,1247323
779,5002,2024-01-01T07:00,0,0,,,2682873,1245891
780,4242,2024-01-01T07:00,0,0,,,2682337,1248451
781,4262,2024-01-01T07:00,0,0,,,2682731,1247708
782,2989,2024-01-01T07:00,2,0,,,2682278,1248324
783,4241,2024-01-01T07:00,1,0,,,2682297,1248328
784,2989,2024-01-01T07:15,0,2,,,2682278,1248324
785,2993,2024-01-01T07:15,2,0,,,2683573,1248545
786,4241,2024-01-01T07:15,4,0,,,2682297,1248328
787,4258,2024-01-01T07:15,1,,,,2682683,1250569
788,2982,2024-01-01T07:15,0,,,,2683447,1247063
789,4246,2024-01-01T07:15,,,1,0,2682147,1249212
790,4257,2024-01-01T07:15,0,0,,,2681857,1251991
791,4263,2024-01-01T07:15,0,0,,,2683404,1251624
792,2997,2024-01-01T07:15,1,0,,,2682933,1248821
793,4269,2024-01-01T07:15,0,1,,,2682227,1244618
794,2986,2024-01-01T07:15,0,0,,,2684578,1251966
795,4266,2024-01-01T07:15,1,0,,,2681301,1247665
796,4249,2024-01-01T07:15,3,2,,,2682296,1248311
797,732,2024-01-01T07:15,0,0,,,2681319,1248665
798,4270,2024-01-01T07:15,0,0,,,2684006,1246566
799,1037,2024-01-01T07:15,0,2,,,2681339,1248647
800,3015,2024-01-01T07:15,,,0,0,2683023,1244140
801,3012,2024-01-01T07:15,0,1,,,2682647,1250364
802,3279,2024-01-01T07:15,,,0,1,2683437,1247199
803,4255,2024-01-01T07:15,0,1,,,2682881,1246549
804,3003,2024-01-01T07:15,0,0,,,2679767,1248986
805,4259,2024-01-01T07:15,0,0,,,2682375,1247055
806,2991,2024-01-01T07:15,1,1,,,2682756,1247323
807,5002,2024-01-01T07:15,1,0,,,2682873,1245891
808,4242,2024-01-01T07:15,1,0,,,2682337,1248451
809,4262,2024-01-01T07:15,0,1,,,2682731,1247708
810,4267,2024-01-01T07:15,5,,,,2683457,1247065
811,2989,2024-01-01T07:30,1,0,,,2682278,1248324
812,2993,2024-01-01T07:30,3,2,,,2683573,1248545
813,4241,2024-01-01T07:30,0,0,,,2682297,1248328
814,4258,2024-01-01T07:30,0,,,,2682683,1250569
815,2982,2024-01-01T07:30,0,,,,2683447,1247063
816,4246,2024-01-01T07:30,,,1,1,2682147,1249212
817,4257,2024-01-01T07:30,0,0,,,2681857,1251991
818,4263,2024-01-01T07:30,0,0,,,2683404,1251624
819,2997,2024-01-01T07:30,1,0,,,2682933,1248821
820,4269,2024-01-01T07:30,1,0,,,2682227,1244618
821,2986,2024-01-01T07:30,2,0,,,2684578,1251966
822,4266,2024-01-01T07:30,0,0,,,2681301,1247665
823,4249,2024-01-01T07:30,2,0,,,2682296,1248311
824,732,2024-01-01T07:30,0,1,,,2681319,1248665
825,4270,2024-01-01T07:30,1,1,,,2684006,1246566
826,1037,2024-01-01T07:30,1,2,,,2681339,1248647
827,3015,2024-01-01T07:30,,,1,0,2683023,1244140
828,3012,2024-01-01T07:30,1,1,,,2682647,1250364
829,3279,2024-01-01T07:30,,,2,1,2683437,1247199
830,4255,2024-01-01T07:30,0,0,,,2682881,1246549
831,3003,2024-01-01T07:30,0,0,,,2679767,1248986
832,4259,2024-01-01T07:30,0,3,,,2682375,1247055
833,2991,2024-01-01T07:30,0,0,,,2682756,1247323
834,5002,2024-01-01T07:30,0,0,,,2682873,1245891
835,4242,2024-01-01T07:30,2,0,,,2682337,1248451
836,4262,2024-01-01T07:30,0,0,,,2682731,1247708
837,4267,2024-01-01T07:30,3,,,,2683457,1247065
838,2993,2024-01-01T07:45,0,0,,,2683573,1248545
839,2989,2024-01-01T07:45,1,3,,,2682278,1248324
840,4267,2024-01-01T07:45,5,,,,2683457,1247065
841,4241,2024-01-01T07:45,2,0,,,2682297,1248328
842,4258,2024-01-01T07:45,2,,,,2682683,1250569
843,4246,2024-01-01T07:45,,,0,0,2682147,1249212
844,2982,2024-01-01T07:45,0,,,,2683447,1247063
845,4257,2024-01-01T07:45,0,1,,,2681857,1251991
846,4263,2024-01-01T07:45,1,0,,,2683404,1251624
847,2997,2024-01-01T07:45,1,0,,,2682933,1248821
848,4269,2024-01-01T07:45,1,0,,,2682227,1244618
849,2986,2024-01-01T07:45,1,0,,,2684578,1251966
850,4266,2024-01-01T07:45,1,1,,,2681301,1247665
851,4249,2024-01-01T07:45,2,3,,,2682296,1248311
852,732,2024-01-01T07:45,0,1,,,2681319,1248665
853,4270,2024-01-01T07:45,1,0,,,2684006,1246566
854,1037,2024-01-01T07:45,3,1,,,2681339,1248647
855,3015,2024-01-01T07:45,,,1,0,2683023,1244140
856,3012,2024-01-01T07:45,1,0,,,2682647,1250364
857,3279,2024-01-01T07:45,,,2,3,2683437,1247199
858,4255,2024-01-01T07:45,0,0,,,2682881,1246549
859,3003,2024-01-01T07:45,0,3,,,2679767,1248986
860,4259,2024-01-01T07:45,1,0,,,2682375,1247055
861,2991,2024-01-01T07:45,0,1,,,2682756,1247323
862,5002,2024-01-01T07:45,0,0,,,2682873,1245891
863,4242,2024-01-01T07:45,0,0,,,2682337,1248451
864,4262,2024-01-01T07:45,0,0,,,2682731,1247708
865,2989,2024-01-01T08:00,3,0,,,2682278,1248324
866,732,2024-01-01T08:00,0,0,,,2681319,1248665
867,2993,2024-01-01T08:00,0,0,,,2683573,1248545
868,4262,2024-01-01T08:00,1,1,,,2682731,1247708
869,4242,2024-01-01T08:00,2,0,,,2682337,1248451
870,5002,2024-01-01T08:00,0,2,,,2682873,1245891
871,2991,2024-01-01T08:00,1,2,,,2682756,1247323
872,4259,2024-01-01T08:00,0,1,,,2682375,1247055
873,3003,2024-01-01T08:00,0,0,,,2679767,1248986
874,4255,2024-01-01T08:00,0,0,,,2682881,1246549
875,3279,2024-01-01T08:00,,,1,2,2683437,1247199
876,3012,2024-01-01T08:00,0,0,,,2682647,1250364
877,3015,2024-01-01T08:00,,,2,6,2683023,1244140
878,1037,2024-01-01T08:00,0,1,,,2681339,1248647
879,4270,2024-01-01T08:00,0,0,,,2684006,1246566
880,4249,2024-01-01T08:00,1,0,,,2682296,1248311
881,4266,2024-01-01T08:00,0,1,,,2681301,1247665
882,2986,2024-01-01T08:00,0,0,,,2684578,1251966
883,4269,2024-01-01T08:00,0,1,,,2682227,1244618
884,2997,2024-01-01T08:00,0,0,,,2682933,1248821
885,4263,2024-01-01T08:00,1,0,,,2683404,1251624
886,4257,2024-01-01T08:00,0,0,,,2681857,1251991
887,2982,2024-01-01T08:00,0,,,,2683447,1247063
888,4246,2024-01-01T08:00,,,1,0,2682147,1249212
889,4258,2024-01-01T08:00,1,,,,2682683,1250569
890,4241,2024-01-01T08:00,1,0,,,2682297,1248328
891,4267,2024-01-01T08:00,1,,,,2683457,1247065
892,732,2024-01-01T08:15,2,0,,,2681319,1248665
893,2989,2024-01-01T08:15,2,1,,,2682278,1248324
894,4249,2024-01-01T08:15,2,0,,,2682296,1248311
895,4255,2024-01-01T08:15,0,0,,,2682881,1246549
896,4266,2024-01-01T08:15,0,0,,,2681301,1247665
897,2991,2024-01-01T08:15,2,0,,,2682756,1247323
898,2986,2024-01-01T08:15,0,0,,,2684578,1251966
899,3279,2024-01-01T08:15,,,0,0,2683437,1247199
900,4269,2024-01-01T08:15,1,0,,,2682227,1244618
901,4262,2024-01-01T08:15,0,0,,,2682731,1247708
902,2997,2024-01-01T08:15,2,0,,,2682933,1248821
903,3012,2024-01-01T08:15,0,0,,,2682647,1250364
904,4263,2024-01-01T08:15,0,0,,,2683404,1251624
905,4259,2024-01-01T08:15,0,0,,,2682375,1247055
906,4257,2024-01-01T08:15,0,0,,,2681857,1251991
907,3015,2024-01-01T08:15,,,5,6,2683023,1244140
908,2982,2024-01-01T08:15,2,,,,2683447,1247063
909,5002,2024-01-01T08:15,1,0,,,2682873,1245891
910,4246,2024-01-01T08:15,,,3,2,2682147,1249212
911,1037,2024-01-01T08:15,2,0,,,2681339,1248647
912,4258,2024-01-01T08:15,0,,,,2682683,1250569
913,3003,2024-01-01T08:15,0,0,,,2679767,1248986
914,4241,2024-01-01T08:15,2,0,,,2682297,1248328
915,4270,2024-01-01T08:15,3,1,,,2684006,1246566
916,4267,2024-01-01T08:15,4,,,,2683457,1247065
917,4242,2024-01-01T08:15,1,0,,,2682337,1248451
918,2993,2024-01-01T08:15,0,1,,,2683573,1248545
919,2989,2024-01-01T08:30,1,0,,,2682278,1248324
920,4267,2024-01-01T08:30,4,,,,2683457,1247065
921,4241,2024-01-01T08:30,0,0,,,2682297,1248328
922,4258,2024-01-01T08:30,0,,,,2682683,1250569
923,4246,2024-01-01T08:30,,,2,1,2682147,1249212
924,2982,2024-01-01T08:30,1,,,,2683447,1247063
925,4257,2024-01-01T08:30,1,1,,,2681857,1251991
926,4263,2024-01-01T08:30,0,0,,,2683404,1251624
927,2997,2024-01-01T08:30,1,0,,,2682933,1248821
928,4269,2024-01-01T08:30,0,0,,,2682227,1244618
929,2986,2024-01-01T08:30,1,0,,,2684578,1251966
930,4266,2024-01-01T08:30,1,1,,,2681301,1247665
931,4249,2024-01-01T08:30,2,1,,,2682296,1248311
932,732,2024-01-01T08:30,0,0,,,2681319,1248665
933,4270,2024-01-01T08:30,0,3,,,2684006,1246566
934,1037,2024-01-01T08:30,3,3,,,2681339,1248647
935,3015,2024-01-01T08:30,,,3,2,2683023,1244140
936,3012,2024-01-01T08:30,1,1,,,2682647,1250364
937,3279,2024-01-01T08:30,,,2,2,2683437,1247199
938,4255,2024-01-01T08:30,0,0,,,2682881,1246549
939,3003,2024-01-01T08:30,1,1,,,2679767,1248986
940,4259,2024-01-01T08:30,0,0,,,2682375,1247055
941,2991,2024-01-01T08:30,1,0,,,2682756,1247323
942,5002,2024-01-01T08:30,3,0,,,2682873,1245891
943,4242,2024-01-01T08:30,1,0,,,2682337,1248451
944,4262,2024-01-01T08:30,0,1,,,2682731,1247708
945,2993,2024-01-01T08:30,1,0,,,2683573,1248545
946,2989,2024-01-01T08:45,1,5,,,2682278,1248324
947,2993,2024-01-01T08:45,0,0,,,2683573,1248545
948,4241,2024-01-01T08:45,2,0,,,2682297,1248328
949,4258,2024-01-01T08:45,0,,,,2682683,1250569
950,4246,2024-01-01T08:45,,,0,0,2682147,1249212
951,2982,2024-01-01T08:45,0,,,,2683447,1247063
952,4257,2024-01-01T08:45,0,0,,,2681857,1251991
953,4263,2024-01-01T08:45,0,0,,,2683404,1251624
954,2997,2024-01-01T08:45,3,1,,,2682933,1248821
955,4269,2024-01-01T08:45,0,0,,,2682227,1244618
956,2986,2024-01-01T08:45,0,1,,,2684578,1251966
957,4266,2024-01-01T08:45,0,0,,,2681301,1247665
958,4249,2024-01-01T08:45,7,1,,,2682296,1248311
959,732,2024-01-01T08:45,1,0,,,2681319,1248665
960,4270,2024-01-01T08:45,1,2,,,2684006,1246566
961,1037,2024-01-01T08:45,1,0,,,2681339,1248647
962,3015,2024-01-01T08:45,,,1,1,2683023,1244140
963,3012,2024-01-01T08:45,0,0,,,2682647,1250364
964,3279,2024-01-01T08:45,,,8,1,2683437,1247199
965,4255,2024-01-01T08:45,0,0,,,2682881,1246549
966,3003,2024-01-01T08:45,0,0,,,2679767,1248986
967,4259,2024-01-01T08:45,0,0,,,2682375,1247055
968,2991,2024-01-01T08:45,0,2,,,2682756,1247323
969,5002,2024-01-01T08:45,0,1,,,2682873,1245891
970,4242,2024-01-01T08:45,0,0,,,2682337,1248451
971,4262,2024-01-01T08:45,1,0,,,2682731,1247708
972,4267,2024-01-01T08:45,5,,,,2683457,1247065
973,2993,2024-01-01T09:00,2,0,,,2683573,1248545
974,732,2024-01-01T09:00,1,3,,,2681319,1248665
975,4267,2024-01-01T09:00,4,,,,2683457,1247065
976,4262,2024-01-01T09:00,2,0,,,2682731,1247708
977,4242,2024-01-01T09:00,0,0,,,2682337,1248451
978,5002,2024-01-01T09:00,1,1,,,2682873,1245891
979,2991,2024-01-01T09:00,2,0,,,2682756,1247323
980,4259,2024-01-01T09:00,1,1,,,2682375,1247055
981,3003,2024-01-01T09:00,1,1,,,2679767,1248986
982,4255,2024-01-01T09:00,0,0,,,2682881,1246549
983,3279,2024-01-01T09:00,,,2,1,2683437,1247199
984,3012,2024-01-01T09:00,0,0,,,2682647,1250364
985,3015,2024-01-01T09:00,,,0,3,2683023,1244140
986,1037,2024-01-01T09:00,0,0,,,2681339,1248647
987,4270,2024-01-01T09:00,0,0,,,2684006,1246566
988,4249,2024-01-01T09:00,1,0,,,2682296,1248311
989,4266,2024-01-01T09:00,1,1,,,2681301,1247665
990,2986,2024-01-01T09:00,0,0,,,2684578,1251966
991,4269,2024-01-01T09:00,0,0,,,2682227,1244618
992,2997,2024-01-01T09:00,0,1,,,2682933,1248821
993,4263,2024-01-01T09:00,0,0,,,2683404,1251624
994,4257,2024-01-01T09:00,0,0,,,2681857,1251991
995,2982,2024-01-01T09:00,0,,,,2683447,1247063
996,4246,2024-01-01T09:00,,,0,0,2682147,1249212
997,4258,2024-01-01T09:00,1,,,,2682683,1250569
998,4241,2024-01-01T09:00,0,1,,,2682297,1248328
999,2989,2024-01-01T09:00,1,0,,,2682278,1248324
1000,732,2024-01-01T09:15,0,0,,,2681319,1248665
